PWEIGHT,PATTCRLM,PEFATINC,PEXMG1A,PWARRIF,
2223.8141,46000,125775,500,0,
1278.287,22000,10000,99996,0,
645.7106,92500,141350,3700,0,
1235.0259,50000,204525,99996,0,
1457.9447,999996,20800,99996,0,
363.6866,70000,160150,425,0,
419.8485,999996,54150,80,0,
1658.4142,4750,58975,99996,0,
931.99,240000,110325,1000,0,
624.2771,7750,33500,99996,0,
1289.5286,4100,66350,500,0,
760.7169,36000,88500,99996,0,
500.2313,5000,23750,99996,0,
476.534,50000,248475,550,0,
1072.1701,50000,329500,99996,0,
1785.9176,3500,40125,99996,9500,
2874.8975,14500,82250,350,0,
1180.0078,26000,48900,99996,0,
786.7259,9500,108725,99996,0,
2071.1258,5250,39825,750,0,
718.2495,4750,152375,99996,0,
1929.0098,999996,12950,99996,0,
10,999996,26000,99996,0,
689.1177,23000,36975,13000,0,
488.6495,17500,57175,99996,0,
1342.7612,475,11575,99996,0,
2622.9931,55000,138675,725,0,
695.4475,34000,26350,99996,550000,
953.5291,50000,60550,99996,0,
1147.1226,37000,99125,475,0,
1201.3111,100000,64000,99996,0,
638.1534,10000,750,99996,72500,
684.3226,999996,36550,99996,0,
185.6938,32000,114200,99996,330000,
252.2375,5000,29450,99996,0,
1503.5838,6250,51450,99996,0,
1189.3993,10500,55075,600,0,
1397.4016,100000,60175,99996,500000,
838.15,19000,100925,800,0,
2093.8273,9500,25550,425,0,
1765.5379,82500,55150,99996,0,
1262.8923,28000,53750,99996,150000,
1190.3389,28000,58625,475,0,
906.2676,50000,207700,99996,0,
974.5028,62500,110900,99996,0,
5414.2901,14500,80850,99996,0,
2557.8086,16000,76750,525,0,
498.2633,10500,134600,2400,0,
11398.5723,14500,57575,99996,0,
1790.284,39000,54850,500,0,
1177.2033,32000,85550,99996,0,
635.0978,9500,34000,99996,0,
554.5872,32000,374750,99996,0,
997.7604,29000,70175,99996,125000,
356.6313,8000,18000,99996,0,
1495.5279,1000,14000,99996,0,
262.5886,15000,117350,975,0,
647.3783,15500,93975,99996,0,
516.747,9250,10000,675,0,
2581.3852,20000,10250,99996,0,
4077.1002,11500,116250,775,0,
414.3437,999996,22950,99996,0,
1149.6286,14500,47925,900,0,
861.8698,25000,48975,99996,0,
1477.775,10000,39300,99996,0,
1001.739,34000,103800,800,0,
837.4409,999996,60125,99996,0,
837.3598,1500,19925,1350,0,
524.2189,999996,31500,99996,0,
605.8082,26000,62825,99996,0,
666.639,9500,54850,99996,30000,
964.2967,50000,101125,80,140000,
554.1063,16000,27875,99996,0,
1527.5288,10000,14500,325,0,
1552.8921,17500,51700,500,0,
1894.5806,9500,206800,1150,0,
285.2891,20000,66450,99996,0,
358.4043,9500,106225,99996,95000,
1579.0567,5750,52275,99996,0,
300.2483,10000,127025,99996,0,
496.2867,100000,267000,99996,125000,
1163.7987,20000,112775,99996,0,
1264.7091,4750,19200,99996,0,
5529.9392,9500,94800,99996,0,
1615.9225,19000,53475,99996,0,
521.1041,999996,16500,99996,0,
457.2902,5750,68100,99996,0,
1133.658,47500,58925,99996,0,
1637.4084,50000,69700,99996,0,
304.5064,30000,185275,99996,0,
2369.8438,20000,64400,99996,1550000,
1674.2072,27000,67800,99996,0,
595.6152,999996,300,99996,0,
740.3056,5000,49775,99996,0,
1847.9449,20000,78425,475,0,
1177.1133,6750,69175,1150,0,
3332.3628,20000,93425,950,0,
945.1107,9500,93550,550,0,
747.6647,425,8250,625,0,
591.6782,1000,22600,2900,0,
1224.3182,24000,17850,99996,2500,
2696.307,5000,94900,1000,0,
455.5335,6000,87250,250,0,
1586.7859,1000,20475,99996,0,
2255.0976,57500,78700,750,0,
554.3282,999996,9800,99996,0,
780.8654,15500,68275,99996,0,
1799.0249,19000,144475,99996,0,
369.6539,15500,109525,450,0,
797.6251,999996,45900,99996,0,
1550.427,26000,64575,99996,0,
413.4511,15000,17500,99996,0,
413.4511,20000,14525,99996,0,
1540.0713,18000,40450,99996,39000,
905.5981,9250,94825,375,0,
1040.1872,60000,142325,2000,0,
718.4818,10500,46000,99996,0,
389.1714,14500,78600,525,0,
1436.0043,3000,121925,1200,0,
1176.1474,32000,84150,800,0,
593.0643,2100,22250,99996,0,
1211.2594,8000,19100,99996,0,
403.334,21000,84575,99996,550000,
2492.256,999996,34750,99996,0,
481.0686,9500,26300,99996,0,
412.6806,999996,57350,600,0,
680.5514,80000,228875,850,0,
1713.2136,46000,107425,350,0,
158.0653,475,106200,99996,0,
110.4988,1500,35800,99996,0,
3610.9976,1750,48900,70,0,
998.4464,21000,52250,99996,0,
1395.8271,9250,34575,1000,0,
547.2223,999996,30975,650,0,
786.7689,20000,19500,99996,90000,
350.5717,29000,47250,99996,0,
1817.3974,9500,75925,99996,0,
8218.922,1500,8000,99996,0,
1467.3652,14000,37500,99996,0,
1581.6058,15000,106525,1800,0,
486.4785,18000,42175,1350,0,
3820.5014,20000,94500,1450,0,
1438.4154,18000,65250,99996,200000,
1108.1118,41000,189150,99996,0,
1459.3494,999996,27275,99996,0,
967.6613,46000,70400,99996,0,
2835.8994,999996,35650,99996,0,
1161.3305,65000,110550,99996,0,
4708.7726,27000,128675,99996,0,
661.8326,21000,211625,99996,0,
707.6909,29000,59600,99996,410000,
917.4172,7750,74450,825,0,
477.1424,29000,51025,99996,0,
98.8822,4400,76725,675,0,
1083.8288,23000,39025,675,0,
2481.0337,16500,71350,325,0,
968.751,20000,45275,99996,67500,
768.9875,29000,60275,99996,0,
2856.5158,1450,12500,99996,0,
1108.0245,1050,475,99996,0,
616.3584,999996,9250,99996,0,
748.4666,9000,78400,99996,0,
2384.7855,6000,48850,99996,0,
124.0855,16500,39750,725,0,
2034.7604,7000,87225,99996,0,
2340.9826,7000,59525,275,0,
277.6348,999996,9750,99996,0,
2320.1083,950,64875,99996,0,
1183.192,14000,60450,1450,0,
164.6404,65000,385800,99996,0,
1957.2733,4750,23575,99996,0,
2524.7454,18500,142425,1450,0,
751.9341,60000,500125,99996,0,
1963.0614,20000,35650,1850,0,
954.9407,13000,19750,99996,0,
2508.9804,30000,206225,2100,0,
643.1546,950,16000,99996,0,
1083.5052,10000,67750,575,0,
992.8306,20000,36450,99996,0,
3054.4553,5750,141900,99996,0,
946.6334,43000,118200,250,550000,
467.0622,19000,104625,625,0,
491.812,40000,64375,99996,0,
59.3697,10000,313725,99996,0,
1240.4257,25000,82675,99996,0,
1747.8366,25000,148200,800,0,
1441.6014,25000,116650,99996,14500,
1712.5876,21000,11000,99996,0,
567.9849,10500,45000,99996,0,
2985.1707,1850,21400,99996,0,
2062.7616,5750,42200,99996,0,
2047.1651,5250,51725,225,0,
86.3889,999996,35325,99996,0,
935.6682,26000,88850,475,0,
428.3408,2500,20000,99996,0,
449.7038,9000,39375,99996,0,
2159.7174,5000,32225,99996,30000,
1468.6034,999996,17500,99996,0,
1745.0176,13000,34500,625,0,
1059.3443,5000,36025,99996,0,
1677.8449,19000,71575,825,0,
473.7399,41000,38325,99996,0,
1899.8033,14500,206725,1050,0,
1330.8045,26000,190350,750,0,
1536.6048,1900,20125,99996,0,
1368.5283,6750,42100,775,0,
1802.97,999996,26925,500,0,
1658.6059,4100,6100,99996,0,
2286.3047,34000,211450,1550,0,
1738.5999,30000,144075,99996,0,
2059.7547,6250,108450,99996,0,
1015.4359,999996,10000,99996,0,
163.2946,100000,1048550,99996,0,
1079.5103,9000,160375,99996,0,
2247.8516,2100,46875,1000,0,
999.2031,13500,58675,99996,0,
1968.4214,20000,26225,99996,0,
1105.4388,999996,11500,99996,0,
1048.4807,19000,238125,99996,0,
748.4469,1000,13100,99996,0,
1890.5214,9500,41025,99996,65000,
1089.0218,9500,58800,99996,0,
112.8071,16500,59850,950,0,
822.5882,62500,56000,99996,87500,
820.9804,7500,10050,99996,0,
1491.3116,8000,91475,775,0,
1584.7326,25000,131000,275,0,
51.8602,57500,90475,1300,0,
1043.3244,57500,37250,99996,5000,
195.4909,47500,131300,99996,0,
492.313,8000,37625,99996,0,
356.4603,30000,140800,99996,0,
1609.7746,38000,64025,99996,360000,
854.7201,100000,228550,9000,0,
1358.2556,5000,129200,375,0,
1119.3451,31000,83550,99996,32000,
7203.5976,2000,750,99996,0,
1488.6352,15500,52500,99996,0,
547.2647,50000,143200,99996,0,
850.4672,52500,52700,450,0,
2108.0149,6000,40175,99996,0,
771.5836,24000,164775,1350,0,
811.4845,10000,97325,99996,0,
303.9646,999996,103925,99996,0,
679.532,24000,114100,99996,0,
1612.4271,22000,114950,1850,0,
1667.398,1050,5225,99996,0,
2315.828,35000,127350,125,57500,
1991.7726,40000,124300,99996,0,
890.9627,36000,91750,1900,0,
570.3501,999996,20000,425,0,
868.4826,3000,20000,99996,0,
2187.7351,12000,93925,600,0,
997.9941,14500,37050,675,0,
336.6665,999996,18325,99996,0,
706.5342,39000,138200,99996,320000,
7010.2979,8000,6250,99996,0,
1166.1573,60000,195475,1850,0,
683.0816,9500,68125,350,0,
426.3895,40000,219025,99996,0,
1388.7577,999996,117000,1000,0,
2614.9899,7500,15625,99996,0,
361.4103,30000,65325,99996,0,
1333.3834,999996,15500,99996,0,
1559.1561,10500,127975,725,0,
2784.0633,8250,19000,99996,26000,
3706.0546,19000,82625,99996,0,
878.5811,5250,98525,99996,0,
1557.0469,52500,91025,875,0,
743.5521,5250,44700,99996,0,
1609.1443,40000,149625,725,0,
1626.6335,20000,103675,175,0,
1003.0127,50000,828075,99996,0,
881.3713,9250,51750,99996,0,
856.7708,23000,78100,500,0,
526.2126,20000,129550,99996,340000,
605.2477,1000,58750,99996,0,
1147.208,999996,725,99996,0,
544.7509,5250,57450,1100,0,
742.5243,10000,79100,99996,0,
175.3978,70000,1651050,99996,0,
1220.2387,999996,29000,99996,0,
35.2218,999996,63600,575,0,
4781.1043,4100,24200,99996,0,
1792.4049,50000,49175,99996,0,
315.863,125,101225,600,0,
2207.8039,9000,75425,600,0,
1315.3028,4750,53075,1250,0,
2815.1043,2600,39000,175,0,
2759.3381,27000,155775,325,0,
581.6472,29000,70975,99996,675000,
617.6368,100000,311525,9000,0,
985.542,62500,66150,99996,0,
2493.5992,1050,19500,99996,0,
1633.6578,10500,37025,99996,135000,
2823.0671,15500,47000,950,0,
1533.317,31000,60600,99996,0,
2430.8744,999996,6500,99996,0,
333.1509,999996,30000,99996,0,
1281.3493,2100,16500,99996,0,
1016.9609,20000,77950,99996,0,
1008.0398,999996,18600,99996,0,
1711.6478,3000,88350,600,0,
2005.0312,32000,81575,99996,2600,
611.7654,6500,57850,875,0,
949.6946,15000,96650,99996,0,
1068.7175,44000,126400,775,0,
693.6681,17000,40475,675,0,
721.0362,50000,118850,99996,0,
407.161,210000,230675,99996,0,
1298.6859,6750,172700,2200,0,
326.694,999996,42525,400,0,
537.3481,15000,52075,99996,0,
533.6808,999996,78500,300,0,
486.8625,52500,52800,1200,0,
431.476,26000,213150,99996,0,
1840.2667,6500,15325,99996,0,
1731.6131,999996,28025,99996,0,
573.1958,44000,179650,925,0,
467.9747,34000,205300,99996,490000,
1245.6601,999996,12500,99996,0,
935.6854,8250,82925,175,0,
325.7082,120000,71800,99996,0,
1428.8137,999996,10500,99996,0,
422.3989,1900,24175,99996,0,
1535.9517,999996,58375,150,0,
908.7979,3000,43875,550,0,
360.2515,14500,97575,3400,0,
270.7403,80000,347750,99996,0,
1705.6699,7750,24950,99996,14500,
617.681,4100,72600,825,0,
852.9513,700,27500,99996,0,
470.8613,26000,82825,325,0,
767.5405,5000,78975,99996,0,
261.5536,9000,49950,99996,0,
253.1805,2900,113850,99996,0,
2088.7964,19000,124500,225,0,
2420.4732,3500,59150,99996,0,
624.4969,24000,69675,725,0,
495.63,34000,173750,99996,0,
1198.2828,3500,34500,99996,0,
438.6059,8250,58075,99996,0,
3047.7902,35000,240950,1300,0,
390.7781,44000,108875,99996,0,
661.4971,15000,184175,475,0,
755.0938,20000,170450,2000,0,
485.3079,10000,83875,99996,60000,
1651.1439,10000,103175,99996,0,
179.0341,21000,54675,150,0,
745.783,12000,117375,99996,0,
7914.6961,1050,17500,99996,0,
634.7985,40000,197825,1800,0,
913.1825,11000,74275,99996,0,
630.1874,80000,235475,2600,0,
1420.2396,30000,120375,700,0,
4119.0711,999996,9400,99996,0,
337.5898,5000,29000,99996,0,
490.3456,18500,120150,99996,0,
1510.3488,12500,104375,325,0,
455.2498,15000,39750,99996,19000,
2695.5553,23000,84375,99996,0,
1039.1764,28000,12000,200,0,
1164.3063,10000,168800,900,0,
395.8333,999996,14675,99996,0,
2348.6286,2100,72450,99996,0,
2054.7506,11000,37775,99996,0,
999.0719,52500,72125,99996,75000,
540.9012,50000,115050,99996,0,
1687.8292,5500,15900,99996,0,
1636.9803,14500,39650,99996,0,
55.694,77500,491800,99996,0,
2480.6974,15000,57825,99996,430000,
196.5874,999996,37025,675,0,
1433.3381,15500,52625,99996,0,
1826.3958,19000,76375,650,0,
718.613,25000,59700,99996,0,
361.9995,6750,113125,525,0,
2292.6816,25000,54650,375,0,
1622.6601,41000,136425,99996,0,
604.2325,50000,90550,99996,0,
1289.639,47500,170450,825,0,
10,28000,48425,575,0,
365.4632,1000,36525,99996,52500,
349.4686,14500,33525,99996,0,
698.396,57500,85750,99996,0,
325.2886,2100,52950,99996,0,
913.1303,40000,63925,425,0,
1215.8092,5000,27775,99996,0,
855.2607,27000,132000,150,0,
2222.4904,14500,71275,99996,0,
1346.602,999996,10500,99996,0,
872.7368,24000,128025,99996,0,
719.3296,50000,61325,99996,0,
1823.6117,14000,82400,4100,0,
2318.8544,31000,87425,275,40000,
697.3651,30000,194400,1250,0,
892.9297,30000,100950,99996,0,
87.2651,25000,162325,950,0,
498.8036,5000,22550,425,0,
305.9259,31000,253725,99996,0,
764.2882,52500,86100,99996,0,
1647.5097,10000,24425,99996,0,
553.9968,12500,43000,99996,0,
706.5342,25000,101375,99996,0,
1556.4839,30000,108625,1650,0,
597.9483,72500,111275,1075,0,
185.0047,2000,42675,99996,0,
1085.5167,7750,18000,99996,0,
1120.9893,999996,32500,99996,0,
266.725,27000,35500,99996,33000,
2430.8741,9500,49350,775,0,
407.4607,5000,42750,99996,0,
570.1748,5250,48775,725,0,
2896.0708,999996,31000,99996,0,
2086.1216,450,41500,99996,0,
1730.0233,41000,120225,99996,0,
405.324,5000,23000,99996,0,
988.6205,14000,123900,1550,0,
526.1306,10000,79300,99996,0,
625.9624,5250,55725,99996,0,
2663.832,999996,8875,99996,0,
1627.1176,5000,29025,325,0,
116.8705,45000,72125,99996,150000,
1401.3542,4750,73450,1000,0,
1661.4938,4000,36850,99996,0,
1817.8635,77500,122775,99996,0,
1667.9024,29000,52050,1000,0,
1661.4938,2100,37475,1000,0,
1271.6574,24000,66900,1350,0,
911.5684,10500,91125,675,0,
945.8875,20000,45975,99996,0,
3620.8995,1900,80750,1600,0,
360.4118,24000,68750,99996,0,
81.5835,15500,136650,99996,0,
207.989,72500,242425,99996,420000,
2500.9296,30000,104475,625,0,
899.0146,6000,43825,99996,67500,
1011.3465,4100,17500,99996,0,
2556.1126,5500,35725,99996,0,
1694.8318,15000,35700,99996,0,
1363.8838,30000,163200,800,0,
208.7789,55000,52900,525,0,
157.4198,65000,54150,99996,0,
852.9222,10500,75925,400,0,
1276.9023,27000,41950,200,0,
857.501,31000,55625,400,0,
1051.006,999996,147700,99996,0,
945.2249,7000,78725,425,0,
1272.3448,999996,14500,99996,0,
391.2073,17500,84375,550,0,
574.1002,26000,94150,450,360000,
851.3767,47500,129800,99996,0,
1919.3099,6000,47275,525,0,
11671.5447,25000,38425,99996,0,
1960.1074,999996,32425,99996,0,
887.7798,18000,24700,99996,115000,
643.0407,52500,140600,99996,0,
1783.3526,3800,48275,250,0,
162.0945,20000,81325,850,0,
2843.7375,9750,47475,99996,0,
1074.4133,21000,106325,500,0,
467.2846,9500,115450,99996,0,
4284.7259,21000,98975,99996,0,
647.6102,38000,106375,275,240000,
2128.5749,7250,61850,475,0,
1552.5848,999996,16175,99996,0,
207.1086,10500,55450,475,155000,
2289.0214,26000,30000,99996,0,
830.4432,29000,91525,1700,0,
1560.1911,10000,165050,1200,0,
350.8199,20000,138625,99996,0,
264.0923,21000,51075,99996,0,
704.925,12000,114125,800,0,
139.7613,29000,26300,99996,0,
1285.4373,18000,20900,2400,0,
373.2106,10500,124300,800,0,
76.1504,2500,117800,750,0,
768.9811,2000,76425,775,0,
2040.2809,29000,87725,750,0,
830.4513,6000,52275,325,0,
386.6126,30000,103075,99996,0,
1191.9944,15000,142500,1050,0,
780.8697,8000,108700,475,0,
804.6391,35000,128775,900,0,
495.4083,100000,210775,375,0,
117.0071,28000,86750,300,0,
1373.9941,30000,148250,99996,0,
627.2482,999996,23250,99996,0,
1615.1421,40000,64200,99996,0,
498.4679,21000,194350,99996,0,
355.1245,15000,46975,99996,0,
171.6544,13500,96125,7000,0,
296.5916,4750,47125,475,0,
615.316,8000,16850,99996,0,
811.4845,30000,100275,575,0,
846.2049,57500,68250,575,0,
975.9649,40000,151250,99996,0,
445.2264,60000,141325,1550,0,
443.827,10500,113950,1150,0,
2860.8726,999996,20000,99996,0,
1180.1379,15000,65625,99996,625000,
306.3814,13000,132175,99996,0,
983.1655,4750,35575,99996,0,
1857.3757,9500,37100,99996,0,
767.9453,50000,129250,1050,0,
1562.4151,1050,14000,99996,0,
965.4288,24000,113825,1100,0,
799.8516,21000,196300,1550,0,
538.4522,95000,104250,99996,0,
1646.8488,17500,112100,99996,0,
400.7037,23000,147650,99996,0,
606.9218,50000,95125,99996,0,
1947.9423,17000,20825,175,0,
382.8822,30000,47725,99996,0,
587.6889,14500,35650,99996,0,
2371.5952,24000,75900,1950,0,
3172.6972,5250,81950,99996,0,
617.5915,4750,71700,99996,0,
505.3372,100000,511800,99996,1750000,
554.7658,100000,146450,1650,0,
413.6929,19000,98000,1150,0,
3186.9922,999996,20700,1000,0,
1576.9112,52500,169675,2700,0,
198.3529,20000,137550,1450,0,
994.263,4600,8250,99996,7250,
1446.5343,5000,7750,99996,0,
1254.487,16500,88875,99996,0,
1318.6698,999996,18400,99996,0,
979.085,3000,53375,1600,0,
1245.6601,2000,20500,99996,0,
2069.5635,20000,166375,425,0,
648.3839,6750,67350,150,0,
126.7223,2400,107250,99996,0,
349.5218,87500,199200,175,0,
561.595,39000,38300,300,0,
1705.6699,15500,26200,99996,55000,
1149.1648,4000,22350,99996,0,
1288.8679,44000,104075,99996,0,
1666.2855,6000,33475,99996,0,
1428.8137,4750,13000,99996,0,
2982.6271,39000,80275,700,0,
863.6056,35000,206300,2000,0,
563.004,15000,118225,925,0,
1617.6258,41000,128225,1600,0,
2115.4724,50000,83275,80,0,
2422.584,26000,135425,925,0,
986.7156,10500,44375,99996,0,
1251.0202,17500,102425,99996,0,
278.8704,10000,129675,99996,10000,
324.4277,15500,21225,99996,0,
1172.3095,82500,67650,1200,0,
1135.1437,19000,69550,99996,0,
409.0316,999996,18500,99996,0,
1635.1934,17500,85700,99996,0,
2243.4016,19000,123225,1350,0,
1880.7102,19000,54350,99996,0,
1691.9215,80000,56775,99996,0,
1201.0954,20000,72650,99996,77500,
913.1678,15500,88275,99996,0,
2708.2311,999996,52000,99996,0,
942.4106,19000,93850,99996,0,
407.9346,1550,26750,99996,0,
410.7438,2000,89950,525,0,
1153.7883,10000,25975,99996,18000,
346.3866,15000,67050,99996,0,
209.1822,15500,78775,99996,0,
1055.7374,19000,92025,925,0,
208.7789,41000,48025,99996,270000,
2581.3852,999996,19925,99996,0,
497.8815,15000,82550,99996,0,
703.1328,13500,136100,325,0,
2258.4148,4750,47475,450,0,
1936.0765,20000,104900,600,0,
1229.5641,15000,51950,550,0,
176.7226,1550,44200,99996,0,
1245.6601,999996,17500,99996,0,
1810.6751,10000,146900,99996,0,
990.3446,9500,53975,275,0,
1500.272,5250,19200,99996,0,
2048.2899,9250,79300,99996,0,
559.6422,125000,142975,99996,0,
706.1966,46000,165550,1500,0,
416.0779,24000,147225,1050,0,
1281.7867,3900,13750,99996,0,
739.6314,100000,128825,825,0,
1039.2911,19000,169150,575,0,
2655.8099,3000,61725,500,0,
1806.0498,999996,32575,99996,0,
521.7525,7000,84125,99996,200000,
1895.1622,26000,74625,900,0,
1039.483,5000,32950,99996,0,
447.6148,35000,42950,99996,44000,
995.3842,2900,41275,99996,0,
1426.3359,999996,13250,99996,0,
945.3646,5750,33550,99996,0,
1698.788,4750,31850,99996,0,
246.1485,60000,148600,2500,0,
442.2076,20000,86625,99996,380000,
329.3963,40000,215900,600,0,
649.7271,14500,127325,99996,0,
2256.4554,15500,100300,825,0,
532.4164,45000,104875,99996,0,
696.5986,999996,35825,99996,0,
1138.1355,15000,30675,99996,36000,
604.7462,39000,148325,99996,0,
1469.5857,18500,104175,625,0,
979.5516,7250,39875,99996,0,
512.386,40000,139475,99996,0,
1070.0142,14500,141925,575,0,
1654.3153,31000,26275,99996,0,
634.9089,36000,153750,1050,0,
854.1098,100000,152625,99996,0,
333.0108,31000,43425,99996,4750,
531.0994,10000,63200,375,0,
527.6426,77500,1072900,99996,0,
1461.4476,9500,21000,99996,0,
258.5811,20000,257200,750,0,
1687.2735,999996,6250,99996,0,
2991.9818,15500,119175,150,0,
472.6677,7000,38525,99996,9000,
1577.9939,999996,525,99996,0,
1398.2187,2600,19975,99996,0,
1613.887,19000,55400,500,0,
1025.1459,80000,94900,99996,0,
358.7363,39000,219625,900,0,
699.3749,18500,119525,575,0,
2088.9211,999996,58925,300,0,
656.2253,44000,101725,99996,0,
1497.0513,8750,79250,150,0,
1046.7172,999996,16500,99996,0,
423.8254,12000,43000,99996,220000,
389.7848,10000,101850,99996,55000,
1582.8501,4100,18500,99996,0,
3769.1055,20000,53275,775,0,
400.556,9500,75450,99996,0,
570.4784,35000,127400,1700,0,
516.4423,1650,19275,99996,0,
961.1135,3400,80150,99996,0,
382.871,20000,123150,99996,0,
1117.1123,23000,115550,650,0,
732.1053,7250,2750,900,0,
1211.4506,1900,81350,575,0,
379.5309,999996,57650,99996,0,
1093.093,1000,29325,99996,0,
283.9268,24000,84700,350,0,
1133.6863,230000,160475,2500,0,
482.6925,52500,134050,99996,0,
3268.2551,75000,113700,750,0,
683.4465,19000,60950,99996,0,
1732.3549,999996,3325,99996,0,
476.824,24000,20875,99996,0,
1456.5305,6000,15000,99996,0,
839.6795,10000,70600,99996,5000,
385.3816,21000,97500,575,0,
472.999,27000,130700,99996,0,
627.6845,30000,144300,99996,0,
1600.5574,20000,45350,99996,130000,
1171.4288,999996,30425,99996,0,
2020.9169,26000,121225,1100,0,
3008.7566,5250,26100,99996,0,
2244.5531,7000,61250,99996,0,
1187.3007,999996,25650,99996,0,
668.3256,10500,87675,99996,0,
879.4126,1900,56025,99996,0,
1334.4593,15000,118750,3400,0,
880.2986,2100,35625,99996,190000,
1404.4982,10000,86300,99996,0,
2579.6395,8000,93225,99996,0,
1007.0095,25000,29600,99996,55000,
965.4288,15000,95650,925,0,
1194.7945,25000,81375,550,0,
1492.6376,9500,88025,400,0,
2576.5719,21000,58375,99996,0,
943.2856,39000,121450,375,0,
727.8838,14500,97150,99996,0,
1438.258,11500,34750,99996,44000,
597.9439,28000,158150,1850,0,
2569.506,999996,23000,99996,0,
445.9703,27000,87200,99996,0,
621.6079,10000,36500,99996,0,
975.9035,10500,52175,600,0,
209.1822,7500,69750,99996,490000,
1205.3201,10000,17400,99996,36000,
2763.4383,7000,29200,99996,0,
1161.3014,999996,87250,99996,0,
1200.8512,15500,230825,3700,0,
843.6042,37000,193800,99996,0,
1197.9891,999996,16300,99996,0,
947.4664,7000,56100,99996,0,
2660.3804,9500,33750,99996,180000,
1266.9947,29000,99950,99996,0,
695.0203,16500,91325,99996,0,
1778.4992,999996,27000,99996,0,
514.7215,9250,54975,99996,0,
952.6453,2500,31350,99996,0,
1682.8341,50000,62825,99996,190000,
1839.7876,3500,44700,99996,0,
951.5149,14500,99325,375,0,
632.3752,17000,74175,99996,0,
1180.1379,26000,77675,99996,0,
1690.091,18500,186200,1100,0,
436.6655,20000,75500,2400,0,
739.4831,35000,110250,2700,0,
308.4928,25000,130950,99996,0,
563.6413,25000,132850,99996,0,
3734.2063,999996,64375,99996,32000,
2091.99,999996,30975,99996,0,
1525.1476,25000,64100,99996,0,
609.6119,5000,23300,99996,62500,
317.84,3000,58450,99996,0,
596.8756,31000,90400,325,0,
1805.4704,47500,130425,225,0,
1180.8618,3000,17250,99996,6000,
1844.3427,39000,65650,99996,0,
803.5136,4750,29100,99996,0,
363.4639,34000,58100,99996,0,
477.3638,30000,287725,1000,0,
1081.2415,25000,116975,375,0,
1002.9419,5000,82700,1550,10000,
185.779,300,43500,99996,0,
2493.5992,999996,22650,99996,3000,
846.195,5000,35025,99996,0,
776.4615,10000,57150,99996,0,
528.5743,7000,25775,300,0,
1301.1273,7750,8250,99996,0,
662.0954,38000,22750,575,0,
382.3995,50000,276000,5250,0,
240.2129,24000,151150,675,0,
518.449,20000,36925,99996,0,
443.6666,25000,202550,1500,0,
691.2654,10000,16825,99996,0,
628.236,12000,7250,99996,0,
374.5613,9500,36775,99996,0,
1734.4264,5000,40600,99996,0,
336.7695,23000,41375,99996,0,
1175.7576,34000,48375,99996,0,
2152.4338,8000,13900,99996,0,
475.9461,62500,73125,99996,65000,
280.5257,39000,249950,99996,0,
1033.1631,999996,21300,99996,0,
298.6125,15500,48000,99996,0,
655.0834,31000,119975,900,0,
1081.8456,15000,86925,525,0,
910.8184,1200,67300,200,0,
2355.1507,5000,35525,99996,41000,
334.1853,14000,66625,1800,0,
361.4723,12500,119150,99996,0,
452.9465,1400,23700,99996,50000,
1580.7398,87500,126575,99996,0,
1217.8561,10000,20100,99996,0,
922.647,6000,24500,99996,0,
432.6986,9500,61050,99996,0,
781.0997,7750,91550,475,0,
573.2721,999996,16000,99996,0,
1414.2258,19000,51550,99996,0,
675.947,8000,34000,750,0,
877.3227,50000,190925,1150,0,
360.0188,27000,60325,99996,0,
2536.3898,52500,122725,875,0,
461.3863,24000,82575,750,0,
1236.8945,4750,17075,99996,40000,
1624.6887,999996,18500,99996,0,
376.4932,10000,38150,99996,200000,
987.404,31000,40200,99996,67500,
2611.6778,10000,33725,99996,0,
1379.0095,32000,169025,99996,0,
1340.5634,12500,72525,450,0,
264.5766,40000,183050,99996,0,
4837.8435,16500,30325,99996,0,
198.7599,999996,68225,99996,0,
1074.1705,30000,117275,2900,0,
1161.1942,5750,28800,99996,0,
2837.6983,999996,44425,99996,0,
1310.1414,999996,8750,99996,0,
1754.5805,10500,39275,99996,0,
1461.3536,6750,74000,1350,0,
887.7798,2000,46400,99996,175000,
1329.9993,33000,74725,3200,0,
389.7848,13000,105625,99996,250000,
102.0188,50000,60975,99996,0,
1634.0562,55000,161300,850,0,
1025.0888,33000,194500,450,0,
859.9999,4600,76725,99996,0,
481.874,31000,46425,250,0,
1371.1075,999996,15500,99996,0,
1285.2889,100000,75075,99996,0,
1326.3008,70000,103625,99996,0,
1184.4483,1000,75950,99996,0,
690.2113,55000,147775,99996,0,
1169.8068,16000,98100,99996,0,
834.7988,9000,68325,99996,0,
2794.6442,15500,33725,99996,77500,
1310.9017,17500,102200,99996,0,
580.9131,999996,19000,99996,0,
812.0355,41000,83550,99996,0,
673.5492,2600,53800,850,0,
776.2144,999996,17000,275,0,
1010.0402,8000,9000,99996,140000,
999.3264,8250,33025,99996,0,
1098.2195,2000,33550,99996,0,
2314.0451,47500,118225,750,0,
2269.1414,24000,122250,1950,0,
603.1647,10000,51000,1850,0,
2556.1126,950,32000,99996,0,
1589.7186,22000,64300,99996,0,
1108.629,13000,17750,99996,0,
11219.7782,2500,30925,99996,0,
737.0194,999996,46175,575,0,
87.57,1900,37875,99996,0,
1745.7528,35000,52775,99996,0,
