PATTCRLM,PDWTYP,PEFATINC,PFSZ1824,PFSZ2544,PFSZ4564,PFSZ65UP,PPVRES,PWARRIF,PWNETWPG,
999996,3,18000,2,2,2,1,24,0,6575,
999996,3,17500,2,2,2,1,24,0,427500,
40000,1,382275,9,9,9,9,46,0,4191500,
175000,1,160600,2,2,1,2,48,0,2073000,
5250,1,33125,2,2,1,2,24,10000,480510,
47500,1,135725,1,2,1,2,59,0,4986500,
80000,1,534500,9,9,9,9,35,0,1426500,
30000,3,21250,2,2,2,1,24,0,-24775,
7000,1,48125,2,2,2,1,24,0,731000,
11000,3,65650,2,1,2,1,48,0,183100,
999996,1,8750,2,2,1,2,24,0,1525,
50000,2,36000,2,1,2,1,35,0,102225,
45000,1,127625,2,2,1,2,59,0,1562750,
57500,1,228725,2,1,2,1,35,0,2580000,
43000,1,211075,2,2,1,1,48,0,3254000,
105000,1,38250,2,2,1,2,35,0,1661500,
10000,1,88375,2,2,1,2,59,0,1381200,
6250,1,83675,2,2,1,2,35,0,4600,
25000,1,161650,2,2,1,2,59,0,4693750,
14000,1,41150,2,2,2,1,35,0,1288500,
14500,1,22100,2,2,2,1,13,0,63950,
5000,1,29700,2,2,1,2,59,0,521501,
10000,2,124825,2,2,1,2,48,0,352000,
20000,1,235000,2,1,1,2,47,0,1925250,
30000,3,72800,2,1,2,2,48,0,30900,
15500,1,131425,2,1,2,2,24,0,1397400,
3400,3,19150,2,2,1,2,24,0,126750,
12000,1,80325,2,1,2,2,59,0,129550,
18500,1,39050,2,1,2,2,46,0,33925,
800,3,28450,1,1,2,2,24,0,15726,
20000,1,110100,1,2,1,2,24,0,2024500,
999996,1,43500,2,2,1,1,46,0,29825,
5250,2,60350,2,1,2,1,35,0,52200,
999996,3,850,1,2,2,2,35,0,2450,
999996,1,158975,2,1,1,2,59,0,823575,
999996,2,37275,2,2,1,2,59,0,311300,
31000,1,24600,2,1,2,2,35,0,298100,
40000,3,67325,2,2,2,1,24,100000,2071500,
5750,3,49700,2,1,1,2,47,0,320400,
15500,1,87350,2,1,2,1,11,25000,497000,
40000,1,67525,2,2,1,2,13,0,914000,
18500,3,44075,1,1,2,2,35,0,7000,
950,1,39900,2,2,2,1,35,0,159327,
41000,1,131475,2,2,2,1,59,0,6651000,
20000,1,90075,2,2,2,1,11,175000,1212250,
60000,1,135125,9,9,9,9,59,0,6967000,
110000,1,138150,2,2,2,1,24,125000,2618000,
23000,1,108425,2,1,2,2,59,0,1361131,
57500,1,101100,2,2,1,2,48,0,1060600,
5000,1,27800,2,2,1,2,35,0,357500,
4000,1,73675,2,2,1,2,10,0,356500,
7250,1,50025,2,2,1,2,35,0,682500,
67500,1,131725,2,1,1,2,35,0,1774301,
25000,1,124475,1,2,1,1,35,0,945901,
60000,1,105250,2,1,2,2,59,0,943375,
999996,3,12000,2,2,1,2,59,0,21256,
15000,1,64300,2,2,2,1,48,0,8775,
2500,1,34450,2,1,2,2,35,0,27800,
3100,1,39700,2,2,1,2,35,0,444550,
3300,2,62050,1,2,2,2,35,0,25600,
999996,1,24850,2,1,2,2,12,0,26775,
45000,1,148450,2,2,1,2,35,55000,1766000,
25000,1,80550,2,1,1,1,35,0,560951,
150000,1,88950,2,2,1,2,48,0,675000,
28000,1,131850,2,2,1,2,59,0,1353501,
1450,1,16000,2,2,1,1,35,0,41150,
999996,1,19500,2,1,2,2,46,0,20750,
15000,1,89625,2,1,2,2,24,0,373401,
72500,1,241125,1,2,1,2,35,0,5092001,
45000,1,6125,2,2,1,1,35,0,4101750,
10000,1,37200,2,2,1,2,35,0,921750,
1350,1,11500,2,1,2,2,35,0,-20475,
35000,4,29250,2,2,1,1,48,0,166000,
60000,1,188800,2,1,1,2,24,0,1036450,
65000,1,432125,2,2,1,2,48,0,5168500,
30000,3,32325,2,1,2,2,59,0,12830,
42000,1,144750,1,1,1,2,47,0,593600,
17000,3,12000,2,2,2,1,24,0,71250,
1050,3,700,1,2,2,2,35,0,14750,
5250,3,65675,2,2,2,1,24,100000,298000,
999996,3,23475,2,1,2,2,24,0,3300,
9000,1,112475,2,2,1,2,47,0,517000,
38000,1,65600,2,1,2,1,35,0,907500,
999996,1,40050,2,2,2,1,47,0,7225,
57500,3,119925,2,2,1,1,35,0,1184350,
999996,3,19750,2,2,2,1,24,0,27600,
200000,1,400775,9,9,9,9,35,0,18747500,
999996,2,54400,2,2,2,1,12,0,8010,
24000,1,67500,2,2,2,1,24,525000,1758000,
9500,3,33200,2,2,2,1,35,19000,33325,
29000,3,5750,2,2,1,2,35,0,150,
999996,3,11500,2,2,2,1,35,0,-42850,
30000,1,29400,2,2,2,1,35,50000,1009000,
20000,1,101375,2,1,1,2,10,0,563250,
3100,1,121150,2,2,1,2,35,0,1123000,
25000,1,25500,2,1,2,2,59,0,117000,
10000,1,115850,2,2,1,1,24,0,748550,
8250,1,75225,2,1,1,2,48,0,345526,
20000,1,61200,2,2,2,1,48,21000,2659000,
16500,1,116350,1,2,1,2,24,0,934750,
26000,2,65700,2,2,2,1,24,0,1137100,
2600,1,72200,1,2,2,2,48,0,68725,
26000,3,168250,9,9,9,9,46,0,371450,
9500,3,30675,2,1,2,2,24,0,3000,
30000,3,49675,2,1,2,2,35,0,119925,
46000,3,35500,2,2,1,1,24,0,3950,
5000,2,36425,2,2,1,2,24,0,289975,
1000,1,38350,2,2,1,2,46,0,169000,
3600,1,71350,2,2,1,1,24,0,107150,
999996,4,53425,2,2,1,2,48,0,61500,
21000,1,107075,1,2,1,2,59,0,1164675,
39000,1,154725,1,2,1,2,24,0,3988000,
26000,1,143075,2,1,2,2,35,0,525500,
52500,1,137450,2,2,1,2,24,0,861900,
31000,1,166000,2,2,1,2,24,0,2440000,
35000,1,133850,2,2,1,1,35,0,2144950,
20000,1,27000,2,2,1,2,48,0,437300,
65000,1,60050,2,1,2,1,12,105000,501700,
6750,1,60425,2,1,2,1,24,5500,549000,
2000,1,70825,1,2,2,2,48,0,14675,
52500,1,122150,1,1,1,2,35,0,683350,
8000,1,74025,2,1,2,2,24,0,160700,
18500,1,49700,2,2,2,1,47,115000,462000,
52500,1,94475,2,2,1,2,48,0,892250,
3000,1,23850,2,1,2,2,48,0,9925,
18000,3,54425,2,2,1,1,24,0,907575,
50000,1,48225,1,2,1,2,24,0,1798500,
2000,1,133725,2,1,2,2,35,0,1033750,
10000,1,93800,2,1,2,2,35,0,76500,
105000,1,78900,2,2,1,1,35,0,1210000,
24000,1,128350,1,2,1,2,35,0,745000,
21000,1,78575,2,2,1,2,24,0,2218500,
24000,1,790975,9,9,9,9,48,0,10010000,
40000,1,395225,2,2,1,2,46,0,1834500,
14500,1,123225,1,2,1,2,35,0,1637750,
10000,1,24800,2,2,2,1,12,0,104800,
2600,1,31000,2,2,1,1,24,0,71225,
3600,1,48825,2,2,2,1,48,0,635500,
21000,2,145300,2,2,1,2,59,0,1740000,
999996,1,68075,2,2,2,1,13,7250,1015250,
41000,2,64250,2,2,1,1,48,85000,1109500,
10000,3,49125,2,1,2,2,24,0,63300,
31000,2,65150,2,1,2,2,48,0,23450,
50000,1,164450,2,2,1,1,48,0,264500,
5000,3,44200,2,2,2,1,35,0,40000,
999996,1,16000,2,2,2,1,47,0,1435,
5000,3,37700,2,2,2,1,35,0,66450,
6000,1,112100,2,1,2,2,47,0,256500,
999996,1,10000,2,2,1,2,24,0,1950,
10000,1,40000,2,2,1,2,35,0,4950,
13500,1,48650,2,2,1,2,12,0,153850,
25000,3,36600,2,2,2,1,46,0,73500,
10000,1,83850,1,2,1,2,12,0,175250,
21000,1,53450,2,1,2,2,48,0,44600,
3400,1,58125,2,2,2,1,46,60000,551500,
20000,1,100900,2,1,1,2,35,0,332650,
50000,1,193625,1,2,1,2,35,0,2365000,
47500,1,78375,2,1,2,2,24,0,270250,
450,3,60375,2,2,2,1,59,72500,260150,
999996,2,48400,2,2,2,1,24,0,539450,
9500,1,42450,2,2,2,1,46,39000,714250,
425,2,11200,2,1,2,2,59,0,7450,
999996,4,9075,2,2,2,1,59,0,181825,
24000,2,126300,1,1,2,2,48,0,53650,
60000,1,133325,1,2,1,2,10,0,801050,
100000,1,222200,2,2,1,2,24,0,1400500,
23000,3,104575,2,1,2,2,35,0,185125,
41000,1,214575,2,1,2,2,48,0,623450,
21000,1,63300,2,2,1,2,47,10500,296550,
9500,1,76350,2,1,2,2,48,0,432700,
1000,3,32075,1,1,2,2,48,0,160,
10000,1,44200,2,2,2,1,13,210000,707500,
10000,3,57650,2,2,1,2,24,0,396050,
10500,4,35225,2,2,1,2,59,82500,444250,
5000,1,28725,2,2,2,1,35,0,362625,
33000,1,45600,2,1,2,2,35,0,134450,
16500,1,57325,2,2,1,1,13,77500,1067000,
5000,1,87550,2,2,2,1,46,1050000,1920950,
6250,3,83775,2,2,2,1,59,250000,1904000,
30000,1,42850,2,2,1,2,35,0,376250,
20000,1,172550,9,9,9,9,10,0,794750,
10000,2,71250,2,2,1,2,35,260000,1435500,
24000,3,46325,2,2,1,1,35,0,495200,
950,2,35575,2,1,2,2,59,0,27175,
5000,3,94425,2,1,2,2,24,0,358300,
32000,1,105575,2,2,1,2,24,0,1535550,
57500,3,66550,2,1,2,1,35,0,54950,
1050,1,75575,2,1,2,2,12,0,370225,
999996,1,6900,2,2,1,2,59,0,6900,
155000,1,221400,2,1,2,2,48,0,177100,
999996,2,23000,2,1,2,2,35,0,-5000,
16000,1,81400,1,2,1,2,11,0,1391000,
475,1,27500,2,2,2,1,13,0,336500,
21000,1,53175,1,2,1,2,47,0,297150,
29000,3,29375,2,2,1,2,59,0,696750,
7750,3,29125,2,1,1,2,35,0,10325,
5750,1,64950,2,2,1,2,24,0,455500,
25000,1,95750,2,1,2,2,46,0,226600,
10000,2,98325,2,1,1,2,35,0,720750,
14500,3,210350,2,1,2,2,35,0,900750,
6250,1,130125,2,2,1,2,35,0,2016500,
7750,1,49825,2,1,2,2,47,0,28770,
50000,2,176600,1,2,1,2,35,0,2176000,
20000,1,69350,2,2,2,1,59,0,2246000,
20000,1,80750,2,1,2,2,35,0,108450,
7000,2,37175,2,2,1,2,47,0,686050,
14500,1,37500,2,2,1,1,35,0,773550,
24000,1,95825,1,2,1,2,35,0,245725,
3400,1,57250,2,2,1,2,35,0,19750,
999996,9,77050,1,1,1,2,59,0,384925,
6000,1,37650,2,2,2,1,35,10000,1143375,
24000,1,48025,2,2,1,2,24,0,1635800,
5000,1,28350,2,2,2,1,35,26000,253975,
50000,1,103600,2,1,1,1,11,0,103950,
2400,3,43575,1,2,2,2,48,0,18600,
8750,3,51050,2,2,2,1,24,150000,631000,
4000,1,24500,2,1,2,2,47,0,3351,
999996,1,21000,2,2,2,1,10,0,88000,
3000,3,102050,2,2,1,2,35,0,171450,
20000,1,99000,2,1,1,2,12,0,505850,
17500,1,54100,2,1,2,2,24,0,164475,
3700,1,132175,1,2,1,2,48,0,1521900,
47500,1,90725,2,2,1,2,48,0,1662000,
14500,3,121425,2,2,2,1,24,500000,1140550,
999996,1,105775,2,1,2,2,11,0,26100,
19000,1,85775,2,2,2,1,24,60000,1803500,
18000,1,115150,2,2,1,2,35,0,1149250,
4750,1,184875,9,9,9,9,59,0,10922101,
36000,1,118025,1,2,1,2,46,0,1990050,
11500,1,120550,2,1,2,2,35,0,316200,
8000,3,65625,2,2,1,2,59,0,3600,
15000,1,77375,2,2,1,1,10,0,245700,
40000,1,66550,2,2,2,1,47,110000,1556250,
145000,2,227000,2,2,1,2,35,0,3911501,
40000,1,167400,1,2,1,1,35,0,1272750,
26000,1,63825,2,1,1,1,48,37000,1261501,
10500,1,96100,2,1,2,2,46,0,411500,
115000,1,126325,9,9,9,9,12,50000,1960001,
999996,3,15850,2,2,1,2,35,0,5000,
21000,1,41375,2,2,2,1,35,150000,518650,
65000,1,141450,2,1,1,2,11,0,1376550,
20000,1,152375,2,1,2,2,35,0,1093750,
3600,1,37250,1,1,2,2,59,0,-11370,
24000,3,61825,2,2,1,2,35,0,545180,
16500,1,47875,2,1,2,2,35,0,26850,
24000,1,130950,2,2,2,1,35,175000,1739500,
31000,1,42225,2,2,2,1,59,500000,1577500,
26000,3,1550,2,1,2,2,35,0,-167100,
48000,4,67725,2,2,1,2,46,0,538650,
19000,1,66600,2,1,2,2,35,0,384250,
999996,1,85075,2,1,1,2,59,0,200,
36000,1,33500,2,1,1,2,24,0,290575,
11000,1,26150,2,2,1,2,59,410000,1197250,
8750,1,38900,2,2,2,1,12,0,102150,
999996,1,39000,2,2,1,1,47,0,362850,
16500,1,39525,2,2,1,2,48,0,74400,
25000,1,98425,2,1,2,2,46,0,832750,
39000,1,372150,1,2,1,2,48,0,3263500,
30000,1,54275,2,1,2,2,46,0,638500,
550,2,28550,1,2,2,2,35,0,-21275,
97500,1,227525,9,9,9,9,10,6500,2950251,
60000,1,644225,9,9,9,9,59,0,18853000,
10000,1,95450,2,2,1,1,12,0,984150,
3600,4,54800,1,1,2,2,59,0,53700,
10500,3,21275,2,1,2,2,48,0,55000,
24000,1,73700,2,1,2,2,59,0,291200,
4000,2,34600,2,1,2,2,13,0,36300,
1700,3,800,2,1,2,2,35,0,3500,
29000,2,192950,2,1,2,2,59,0,1053000,
52500,1,72850,2,2,1,1,24,0,1458600,
8750,1,51175,2,2,1,2,12,0,527000,
999996,1,34650,2,2,2,1,48,0,164000,
999996,1,89600,1,2,2,2,48,0,27500,
10000,1,21550,2,2,2,1,35,0,230450,
10000,1,203250,1,2,1,2,47,0,1899100,
31000,1,81925,2,2,1,1,35,120000,890500,
37000,4,47025,2,2,1,2,48,0,192400,
31000,1,71300,2,2,1,2,24,0,2221000,
41000,1,119475,1,2,1,2,46,0,556209,
25000,2,58900,2,2,2,1,24,36000,769200,
3000,3,30200,2,2,2,1,35,0,144050,
999996,3,14000,2,2,1,2,12,0,333,
32000,1,132675,2,2,1,2,24,0,781600,
21000,1,70075,2,2,2,1,35,0,4919950,
30000,1,74750,2,2,2,1,59,80000,1526500,
2400,3,37875,2,2,1,2,59,0,-27550,
180000,1,167175,2,2,1,2,48,0,1161000,
11500,1,86700,2,2,2,1,48,0,1834000,
14500,1,71200,2,2,2,1,59,0,1028200,
6000,1,51150,2,1,2,2,59,0,430400,
72500,1,196800,2,2,1,2,48,200000,1415500,
7000,3,30900,2,2,2,1,24,67500,421750,
41000,1,91500,2,2,1,2,48,0,791510,
15000,1,82350,2,1,2,2,35,0,706500,
2500,3,27000,2,2,2,1,47,0,-1645,
6250,4,55900,2,1,2,2,48,0,23750,
999996,1,65225,2,2,1,1,48,0,17850,
30000,1,90825,2,1,1,2,24,0,901050,
5000,3,18400,2,2,2,1,24,16500,34900,
999996,2,95650,2,2,1,2,46,0,300,
1300,3,14800,2,1,2,2,24,0,25300,
999996,3,92625,2,1,2,2,59,0,56800,
60000,1,151650,1,2,1,2,48,0,2892950,
7000,1,64000,9,9,9,9,35,0,3278500,
20000,2,43075,2,1,2,2,24,0,145025,
110000,1,143750,2,2,1,1,24,0,2172050,
5000,3,29650,2,1,2,2,48,0,1525,
5250,3,55750,2,2,1,2,59,0,226225,
999996,1,47900,2,2,1,1,11,0,-45750,
15000,1,339925,2,1,2,2,24,0,3133500,
34000,1,103350,1,2,1,2,24,0,252775,
3500,1,33575,1,2,2,2,35,0,115550,
1500,1,53425,2,1,2,1,12,0,12950,
21000,1,76900,2,2,1,2,24,0,334950,
42000,3,97775,2,1,2,2,24,0,557071,
11500,1,39375,2,2,2,1,59,0,579750,
28000,1,96775,2,1,2,2,24,0,615000,
40000,1,159500,1,2,1,2,35,0,273150,
24000,1,47250,2,2,1,1,35,52500,1576500,
999996,1,42475,2,1,2,1,10,0,339000,
999996,3,29025,1,1,2,2,24,0,1180,
13500,1,132600,2,1,2,2,48,0,356550,
999996,3,17000,2,2,1,1,35,0,204225,
20000,1,94150,2,1,2,2,46,0,87100,
4000,1,4900,1,2,1,2,35,0,826250,
4000,1,75800,2,1,2,2,24,0,166800,
2000,1,3825,1,2,2,2,47,0,9050,
5750,3,107550,2,1,2,2,59,0,326881,
9500,1,151050,2,1,2,2,35,0,795500,
5000,1,25375,2,2,2,1,24,25000,235700,
25000,1,155500,2,1,2,2,48,0,445400,
4400,3,57425,2,2,1,1,24,0,-500,
30000,1,24775,2,2,2,1,59,0,640825,
10000,1,30200,2,1,2,2,10,0,12100,
9500,1,200725,2,1,2,1,59,0,1951500,
15500,1,81275,2,2,2,1,47,0,1468400,
46000,1,64400,2,2,2,1,24,120000,791700,
525,1,21400,1,2,2,2,48,0,-36850,
2000,3,30000,2,2,2,1,48,0,6550,
10000,1,73000,2,1,2,2,35,0,228375,
20000,1,73950,2,2,1,2,11,0,976251,
13000,1,73625,2,1,2,2,48,0,95510,
39000,3,69200,2,2,1,2,48,0,809550,
20000,1,105000,1,2,1,2,59,0,604000,
41000,1,185925,2,1,2,2,35,0,1432050,
12500,1,54025,2,2,1,2,24,0,685000,
47500,1,65850,2,2,2,1,59,0,1562750,
15500,4,65675,2,2,2,1,24,0,801000,
36000,1,70900,2,2,2,1,48,750000,2380500,
14500,1,21450,2,2,1,2,24,0,661650,
52500,1,79500,2,2,1,2,59,0,1854400,
29000,1,61450,9,9,9,9,46,0,682300,
15500,1,94575,1,1,2,2,10,0,173250,
9500,1,30525,2,2,2,1,46,0,482750,
75000,1,103275,2,2,1,2,35,0,2602050,
13500,1,72625,2,1,2,2,48,0,273750,
999996,2,49500,2,1,2,2,24,0,35400,
950,1,57625,2,1,2,2,10,0,162575,
24000,1,161500,2,1,2,2,35,0,935500,
14500,2,133700,2,2,2,1,35,0,4840000,
4750,1,24575,2,2,2,1,11,0,142475,
20000,1,43725,2,2,2,1,46,40000,466750,
4600,3,41825,2,1,2,2,46,0,237125,
11500,1,53700,2,1,2,2,35,0,601050,
999996,1,42600,2,2,1,2,24,0,197001,
1000,2,13500,1,2,2,2,35,0,275750,
9500,1,94200,2,2,2,1,10,240000,1338500,
1900,2,55350,2,1,1,2,35,0,-9000,
46000,1,104150,2,2,1,2,11,0,1664250,
29000,1,162475,2,2,2,1,35,0,4267000,
6000,2,35800,2,1,2,2,24,0,31475,
30000,1,68775,2,1,1,2,10,0,245000,
2400,1,14000,2,2,2,1,13,0,44950,
10500,3,60850,2,2,2,1,59,0,716400,
21000,3,50000,2,2,1,2,35,0,1031250,
7750,1,54350,2,2,1,2,46,240000,1679600,
15500,1,61225,2,2,2,1,35,220000,1452950,
7750,2,61750,2,1,1,2,59,0,352225,
3000,1,79025,1,2,1,2,13,0,1078750,
10000,2,71650,2,2,2,1,24,0,152510,
28000,1,164400,2,1,2,2,46,0,1321750,
20000,1,87875,1,2,1,1,11,2000,85650,
2100,1,8800,1,2,2,2,46,0,-9450,
4750,1,58225,1,1,2,2,24,0,123150,
10500,3,82550,2,2,1,2,48,0,233450,
3000,1,75875,1,2,2,2,48,0,66525,
19000,1,176075,2,1,2,2,48,0,1146500,
13000,1,71150,2,1,2,2,24,0,901250,
475,1,70750,1,2,2,2,48,0,7050,
15500,1,90750,2,2,1,2,46,0,1218475,
115000,1,53725,2,2,1,2,35,0,1522250,
999996,1,39675,2,1,2,2,13,0,50750,
34000,1,124400,2,1,2,2,48,0,307000,
62500,1,243650,1,2,1,1,35,0,2221400,
5000,2,23025,2,1,2,2,35,0,20190,
30000,1,99975,2,2,1,1,35,0,1279750,
999996,2,49925,2,2,1,2,35,0,37450,
9250,2,69950,2,1,1,2,59,0,955000,
999996,3,10000,2,2,2,1,24,0,7300,
2000,1,82600,2,1,2,2,47,0,49700,
9500,1,56875,2,1,2,2,24,0,173250,
15500,1,39925,2,2,1,2,24,0,194450,
1900,1,61400,2,2,1,2,46,0,185700,
26000,1,181275,1,2,1,2,59,0,2005500,
15500,1,46575,2,1,2,2,24,0,53901,
32000,1,131800,2,1,2,2,12,0,723750,
12000,1,69625,2,1,1,1,24,360000,2868500,
10000,1,72375,2,2,1,2,35,0,1830000,
19000,1,80325,2,1,1,2,59,0,277300,
35000,1,66075,2,2,1,2,11,0,770952,
29000,2,78225,1,2,1,2,24,0,577500,
1000,3,57000,2,2,2,1,24,300000,581000,
41000,3,43775,2,2,1,1,35,0,104900,
25000,3,1093800,9,9,9,9,24,0,7115000,
41000,1,114125,2,1,1,2,59,0,3612250,
20000,2,61125,2,1,2,2,35,0,207601,
21000,1,169325,1,2,1,1,12,0,204425,
41000,1,133150,2,2,1,2,48,0,3556250,
500,1,38050,2,2,2,1,35,0,379825,
25000,2,49650,2,1,2,2,24,0,30600,
999996,3,24000,2,2,2,1,48,0,950,
21000,1,65750,1,2,1,2,48,0,198770,
15000,1,153225,2,2,1,2,35,0,838451,
6000,3,70300,2,1,1,2,24,0,116100,
2900,3,41825,2,2,2,1,35,350000,654725,
21000,3,29625,2,1,2,2,59,0,361000,
41000,1,86200,2,2,1,2,48,0,2091901,
40000,3,75475,2,2,2,1,59,47500,827500,
8250,1,128575,1,2,1,2,35,0,573000,
40000,1,109075,2,1,2,2,24,0,1584500,
10000,3,57825,2,2,2,1,46,105000,501250,
10000,3,35100,2,1,2,2,59,0,20400,
11000,1,57150,2,2,2,1,24,0,699500,
10500,3,41450,2,1,2,2,48,0,24725,
30000,1,54150,2,2,1,2,59,0,159476,
35000,1,149175,2,2,1,2,48,0,1730500,
70000,2,237150,2,2,2,1,35,0,5258000,
145000,1,72150,2,2,2,1,35,0,2354500,
27000,1,1385175,9,9,9,9,48,0,22998100,
999996,3,12000,2,1,2,2,24,0,5700,
29000,2,62875,2,2,2,1,47,10500,843500,
13000,2,49625,2,1,2,2,24,0,37150,
15000,1,28925,2,2,2,1,46,150000,454100,
20000,1,69775,2,2,1,1,24,0,1889976,
41000,3,29550,1,2,2,2,47,0,26125,
9500,2,77650,2,1,2,2,47,0,-10750,
5250,1,70200,2,2,1,2,24,0,761000,
750,3,1200,2,1,2,2,24,0,2175,
9000,1,64900,9,9,9,9,47,0,1471000,
5000,2,9500,2,1,2,2,48,0,-163850,
47500,1,145625,2,2,2,1,59,0,4255001,
29000,1,75000,2,2,1,1,12,0,2099175,
46000,1,66650,2,2,2,1,24,5250,1038750,
7750,9,34500,2,1,2,2,13,0,7800,
11500,2,51375,2,1,2,2,35,0,7975,
7000,1,113800,2,1,2,2,48,0,384000,
30000,1,129525,1,2,1,2,24,0,530000,
19000,1,185400,2,2,1,2,13,0,1630501,
7250,3,38075,2,2,2,1,24,340000,1264000,
24000,1,150800,1,2,1,2,35,0,653876,
39000,2,42675,2,2,2,1,59,40000,428925,
15000,3,21500,2,2,1,2,24,0,951500,
7000,1,87025,1,2,1,2,48,0,935275,
29000,1,8100,2,2,2,1,35,0,1064500,
10000,1,98200,9,9,9,9,35,0,1640001,
29000,2,41500,2,2,1,1,24,0,356500,
999996,9,27200,2,1,2,2,13,0,30300,
999996,9,8750,2,1,2,2,13,0,2225,
50000,1,180550,2,2,1,2,35,0,1360500,
3000,1,97475,2,2,2,1,46,220000,608000,
9500,2,67725,2,2,1,2,24,0,945250,
1050,3,5550,1,2,2,2,24,0,625,
6000,3,20150,2,2,2,1,24,0,18001,
999996,4,28150,2,2,1,2,59,0,79825,
13000,1,61825,1,1,2,2,35,0,138550,
41000,1,184675,1,2,1,2,48,200000,674050,
19000,1,57250,2,1,2,1,35,135000,1412325,
999996,2,8500,2,2,1,2,35,0,-1030,
22000,1,68575,2,1,1,1,35,700000,1959500,
50000,1,83375,1,2,1,2,35,0,399050,
20000,2,57700,2,2,2,1,59,360000,862700,
15500,1,88075,2,1,1,2,24,0,799000,
14500,1,66850,2,1,2,2,46,0,298550,
3000,2,96850,2,1,2,2,48,0,399750,
15000,1,108750,1,1,1,2,59,0,297000,
20000,1,220125,9,9,9,9,13,0,706500,
70000,1,60125,2,2,1,1,59,0,1048501,
29000,1,37100,2,2,2,1,59,82500,819500,
999996,1,18000,2,2,2,1,13,0,110050,
10500,1,62075,2,2,1,2,24,0,1442001,
25000,2,71200,2,2,1,2,48,0,257750,
999996,1,24275,2,2,1,2,13,0,68075,
45000,1,30875,2,2,1,2,10,0,219350,
8000,2,21450,2,2,2,1,24,0,56555,
4750,3,24500,2,2,2,1,48,0,436000,
80000,1,45000,9,9,9,9,48,0,1281375,
5750,9,27675,2,2,1,2,46,0,196600,
47500,1,346800,1,2,1,2,35,0,5333000,
999996,3,24000,2,2,2,1,35,0,5950,
39000,1,85225,2,2,1,2,48,400000,3453351,
7000,2,90950,2,1,2,2,35,0,69125,
5250,1,53250,2,2,2,1,24,0,517000,
999996,2,21075,2,2,1,2,47,0,2775,
28000,2,45525,2,2,2,1,24,0,341450,
8000,1,35125,2,2,1,2,35,0,349475,
12500,1,82375,1,2,1,2,11,0,595250,
9500,2,22400,2,2,1,2,35,0,412725,
17000,1,46375,9,9,9,9,47,0,1692500,
7500,2,49950,2,2,2,1,48,82500,953950,
42000,3,67500,2,2,2,1,24,290000,628450,
14500,1,39175,2,2,1,1,35,0,1337050,
9500,2,23675,2,2,2,1,48,0,79000,
20000,2,57925,2,2,1,2,46,0,1031800,
50000,1,53375,2,2,1,1,46,0,2037000,
2200,4,59675,2,1,2,2,48,0,118850,
52500,1,111925,2,2,1,2,59,0,482000,
36000,2,130375,2,1,2,2,48,0,1000000,
15000,1,107450,1,2,1,2,47,0,51350,
18000,1,120800,1,2,1,2,24,0,365100,
26000,1,63250,2,2,2,1,10,0,810000,
10000,1,52175,1,2,2,1,35,190000,1042350,
8500,2,76925,2,1,2,2,48,0,506000,
10000,1,124325,2,1,2,2,59,0,1984250,
20000,2,131625,2,1,2,1,35,0,515050,
4100,3,33650,2,2,1,2,46,0,577325,
2000,1,1750,1,2,2,2,35,0,3200,
3000,1,34150,2,2,2,1,24,0,372000,
1050,3,4075,1,2,2,2,35,0,19500,
3000,3,35150,2,2,1,2,59,0,87350,
5250,1,37000,2,2,1,2,35,0,572450,
999996,3,200,1,2,2,2,46,0,2330,
15500,1,26250,2,2,1,2,46,0,836000,
6250,3,62875,2,1,2,2,59,0,152650,
12500,2,50050,2,1,2,2,35,0,-20630,
17000,3,39900,2,2,1,2,12,0,1279000,
14000,1,105800,2,1,2,2,48,0,390250,
8000,1,47700,2,1,2,2,35,0,76700,
10000,1,18075,2,2,2,1,35,0,1086000,
17000,2,146400,2,1,2,2,35,0,970100,
14500,3,53050,2,2,2,1,24,50000,714750,
999996,1,58200,2,2,1,2,12,0,256500,
47500,1,269450,2,2,1,2,48,0,3383100,
30000,2,94025,2,1,1,2,59,0,866400,
10000,1,79325,2,2,2,1,48,290000,1251750,
600,3,49750,1,2,2,2,48,0,2700,
14500,1,151200,2,2,2,1,35,82500,2425751,
16000,1,61675,2,2,1,2,35,0,681000,
30000,3,135550,2,1,2,2,48,0,63050,
8000,2,40625,1,1,2,2,11,0,-20080,
200000,1,-47550,2,2,1,2,59,0,5749025,
62500,1,171125,2,1,1,2,35,0,612575,
21000,4,29625,2,2,1,2,12,0,33760,
999996,1,28575,2,2,1,2,59,0,-10343,
5250,1,3575,2,2,1,2,35,62500,139300,
4750,3,16475,2,2,2,1,24,135000,246950,
7250,1,26775,2,2,1,2,48,0,321950,
10000,3,64675,2,2,1,2,24,0,956500,
100000,1,4200,2,2,1,2,59,0,137001,
77500,1,76500,2,1,1,2,35,0,2797975,
2500,1,22250,2,2,1,2,24,0,42650,
20000,1,89125,1,2,1,1,35,0,2449250,
7750,3,64975,2,1,2,2,24,0,98250,
16000,1,55150,2,2,1,2,59,0,1452500,
475,3,34400,1,2,2,2,59,0,10630,
3900,1,164675,1,2,1,2,24,0,197701,
999996,1,46300,2,2,1,1,12,0,101500,
67500,1,43800,2,2,2,1,46,0,633700,
60000,1,138075,2,2,1,2,24,0,1841800,
30000,1,223875,1,1,1,2,48,0,1404800,
9500,1,103475,1,1,2,2,48,0,348975,
